date,new_price_usd,used_price_usd,used_source
2026-05-09,2850.00,,
2026-05-10,2850.00,,
2026-05-11,2850.00,,
2026-05-12,2850.00,,
2026-05-13,2850.00,,
2026-05-14,2850.00,,
2026-05-15,2850.00,,
2026-05-16,2850.00,,
2026-05-17,2850.00,,
2026-05-18,2850.00,,
2026-05-19,2850.00,,
2026-05-20,2850.00,,
2026-05-21,2850.00,,
2026-05-22,2850.00,,
2026-05-23,2850.00,,
2026-05-24,2850.00,,
2026-05-25,2850.00,,
2026-05-26,2850.00,,
2026-05-27,2850.00,,
2026-05-28,2850.00,,
2026-05-29,2850.00,,
2026-05-30,2850.00,,
2026-05-31,2850.00,,
2026-06-01,2850.00,,
2026-06-02,2850.00,,
2026-06-03,2850.00,,
2026-06-04,2850.00,,
2026-06-05,2850.00,,
2026-06-06,2850.00,,
2026-06-07,2850.00,,
2026-06-08,2850.00,,
2026-06-09,2850.00,,
2026-06-10,2850.00,,
2026-06-11,2850.00,,
2026-06-12,2850.00,,
2026-06-13,2850.00,,
2026-06-14,2850.00,,
2026-06-15,2850.00,,
2026-06-16,2850.00,,
